Date,Mileage,"Fill (1-yes,0-no,-1-purchase)","Octane(1-reg,2-+,3-prem)",Gallons,Dollars,Driver,"Snow Tires (0-no,1-yes)","Ethanol (0-no,1-yes)",Car Make,Car Model,Car Year,Engine Size (L),Engine Cyl,"Engine Config (1-I, 2-V)",Hybrid
12/23/09,19111,1,1,9.5,23.45,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
1/6/10,19423,1,1,12.1,31.1,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
1/20/10,19713,1,1,12.1,31.5,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
2/4/10,20029,1,1,13.2,33.7,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
3/10/10,20342,1,1,12.5,33.4,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
3/24/10,20729,1,1,14.2,38.5,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
3/31/10,21038,1,1,11.5,31.25,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
4/7/10,21369,1,1,11.8,32.5,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
4/20/10,21727,1,1,13.6,37,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
5/10/10,22093,1,1,13.6,37.5,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
5/22/10,22454,1,1,13.3,36.61,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
6/5/10,22834,1,1,13.5,35.5,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
6/17/10,23150,1,1,11.1,29.1,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
6/21/10,23419,1,1,9.4,24.6,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
7/6/10,23814,1,1,15,39.1,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
7/21/10,24189,1,1,14.1,36,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/6/10,24507,1,1,11.2,29.25,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/14/10,24834,0,1,9.2,25,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/16/10,25061,1,1,13.1,33.45,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/21/10,25337,0,1,8.1,20.25,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/31/10,25664,1,1,14.4,36,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
9/16/10,25880,1,1,8.2,21,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
9/21/10,26221,1,1,11.9,30.3,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
9/30/10,26456,1,1,8.5,21.75,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
10/11/10,26822,1,1,13,35.1,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
10/22/10,27110,1,1,10.4,28.5,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
11/4/10,27510,1,1,14.7,39.75,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
11/13/10,27746,1,1,8.9,24.55,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
11/23/10,28060,1,1,12.6,35.5,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
11/29/10,28193,1,1,5.9,15.9,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
12/13/10,28507,1,1,14.2,42,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
12/23/10,28793,1,1,12.7,38.8,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
1/8/11,29076,1,1,12.4,37.75,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
1/20/11,29289,1,1,9.1,27.85,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
1/28/11,29592,1,1,12.7,39.35,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
2/10/11,29877,1,1,12.9,39.7,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
2/26/11,30134,1,1,11.2,36.98,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
3/7/11,30460,1,1,12.9,44.35,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
3/17/11,30655,1,1,8.7,30.5,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
3/23/11,30866,1,1,8.9,31,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
4/4/11,31229,1,1,14.4,52.55,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
4/14/11,31509,1,1,11,40.65,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
4/17/11,31664,0,1,4.1,15,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
4/17/11,31746,0,1,5.6,20.95,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
4/23/11,32015,0,1,10.5,39.3,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
5/5/11,32287,1,1,11.19,44,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
5/12/11,32593,1,1,11.68,45.8,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
5/23/11,32934,1,1,12.8,48.3,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
6/1/11,33236,1,1,11.9,44.2,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
6/13/11,33621,1,1,16.3,59,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
6/29/11,33886,1,1,10.12,35.01,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
7/13/11,34203,1,1,12.9,45.65,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
7/17/11,34441,1,1,9,32.6,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
7/28/11,34715,1,1,11.44,41.4,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/6/11,34972,0,1,6.61,25,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/7/11,35252,0,1,11.114,40,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/12/11,35390,1,1,7.185,25,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/16/11,35677,1,1,12.96,44.6,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/27/11,35976,1,1,11.6,40,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
9/3/11,36307,1,1,12.95,45.04,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
9/9/11,36568,0,1,7.5,25,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
9/9/11,36837,1,1,14.09,47.35,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
10/7/11,37210,1,1,14.63,47.1,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
10/17/11,37531,1,1,12.65,43,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
10/21/11,37800,1,1,10.57,33.4,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
10/22/11,38101,0,1,7.444,25,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
10/24/11,38345,1,1,13.8,43.86,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
10/25/11,38652,1,1,11.04,36,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
11/3/11,38844,1,1,8.2,26.65,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
11/6/11,39081,0,1,7.59,24,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
11/6/11,39220,0,1,7.24,23.85,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
11/20/11,39572,1,1,14.8,47.25,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
12/2/11,39905,1,1,13.71,42.5,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
12/21/11,40102,1,1,8.47,26.25,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
12/27/11,40282,1,1,7.51,23.3,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
1/7/12,40527,1,1,10.32,33.63,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
1/15/12,40808,1,1,12,40.4,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
1/28/12,41071,1,1,11.74,39.9,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
2/9/12,41333,1,1,11.22,39.2,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
2/18/12,41646,1,1,13.13,46.2,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
3/8/12,41958,1,1,12.74,45.85,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
3/22/12,42250,1,1,11.43,43.9,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
3/25/12,42445,1,1,7.8,29.5,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
3/30/12,42653,1,1,6.4,25.01,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
4/12/12,42914,1,1,12.86,50.45,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
4/28/12,43228,1,1,12.17,46,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
5/12/12,43550,1,1,12.07,43.2,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
5/21/12,43909,1,1,13.91,49.8,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
6/1/12,44252,0,1,11.56,40,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
6/14/12,44537,1,1,12.63,42.7,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
6/22/12,44840,0,1,9.14,30,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
7/4/12,45108,1,1,12.73,42.5,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
7/17/12,45458,1,1,13.92,48.15,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
7/28/12,45691,0,1,17.22,60,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/4/12,46170,1,1,9.07,32.2,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/23/12,46468,1,1,11.14,39.65,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/25/12,46678,1,1,8.27,30.6,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
9/12/12,46987,1,1,12.15,45.2,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
9/20/12,47204,1,1,8.36,30.1,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
9/24/12,47571,1,1,12.95,50,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
9/28/12,47797,0,1,8.33,30,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
10/2/12,47969,1,1,9.17,32.45,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
10/22/12,48273,1,1,12.16,42.8,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
11/6/12,48622,1,1,14.32,47.1,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
11/21/12,48982,1,1,14.79,49.1,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
12/7/12,49359,1,1,16.21,51.85,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
12/20/12,49680,1,1,13.4,43.75,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
12/27/12,49935,1,1,10.51,32.15,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
1/8/13,50264,1,1,13.99,46.7,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
1/19/13,50573,1,1,12.56,44.3,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
1/30/13,50845,1,1,12.65,42.25,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
2/14/13,51107,1,1,11.61,40.85,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
2/28/13,51336,1,1,9.87,35.65,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
3/15/13,51581,0,1,5.4,20,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
3/20/13,51726,1,1,8.4,29.9,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
3/23/13,51905,1,1,7.23,25.6,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
3/30/13,52204,1,1,11.5,40.45,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
4/6/13,52482,0,1,11.24,39,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
4/18/13,52757,1,1,10.6,35.8,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
4/25/13,53303,0,1,10.35,32.5,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
5/7/13,53370,1,1,13.05,43.3,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
5/15/13,53661,1,1,11.05,37.35,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
5/22/13,53988,1,1,11.92,41.6,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
6/2/13,54301,1,1,11.86,40.82,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
6/17/13,54670,1,1,13.55,47.35,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
7/5/13,54959,0,1,8.98,30,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
7/6/13,55109,1,1,8.68,28.3,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
7/22/13,55460,1,1,13.83,51.45,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
7/27/13,55688,1,1,8.68,31,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/3/13,56102,1,1,13.66,50,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/5/13,56300,1,1,9.38,33.75,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
8/21/13,56673,1,1,13.84,48.7,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
9/7/13,57026,1,1,13.31,45.25,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
9/24/13,57360,1,1,12.76,42.1,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
10/8/13,57714,1,1,13.44,44.85,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
10/23/13,58013,1,1,12.5,41,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
11/7/13,58268,1,1,10.01,31.65,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
11/19/13,58628,1,1,14.29,47.15,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
12/3/13,58976,1,1,14.9,50,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
12/17/13,59299,1,1,14.58,47.65,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
12/27/13,59569,1,1,12.09,40.4,Mary,1,0,Toyota,Highlander,2008,3.3,6,2,1
